Pais,Nombre_cliente,Datos_pedido,Estado,Producto,Categoria,Marca,Costo,Ventas,Cantidad,Costo_Totales,Ventas_totales,Ganancias,Ganancias_Totales
Brasil,Ajay Sharma,31/03/2020,Order,Micro ATX motherboard,Motherboard,MSI,6540.0,8502.0,4.0,26160.0,34008.0,1962.0,7848.0
Francia,Moinuddin Saifi,31/03/2020,Processing,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,4.0,10720.0,13936.0,804.0,3216.0
Colombia,Ramkrishna Das Adhikary,31/03/2020,Delivered,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,2.0,16500.0,21450.0,2475.0,4950.0
Mexico,Ranjeet Mandal,31/03/2020,Shipped,23 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,2.0,5300.0,6890.0,795.0,1590.0
Mexico,Ashwini Adsare,31/03/2020,Order,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,2.0,25100.0,32630.0,3765.0,7530.0
Francia,Rajesh Variya,31/03/2020,Processing,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,3.0,43500.0,56550.0,4350.0,13050.0
Colombia,Amit Singh,31/03/2020,Delivered,USB Keyboard,Keyboard,Dell,800.0,1040.0,1.0,800.0,1040.0,240.0,240.0
E.E.U.U,Vinod Mehta,31/03/2020,Shipped,Wireless Mouse,Mouse,Samsung,600.0,780.0,3.0,1800.0,2340.0,180.0,540.0
Australia,Jignesh Mhatre,31/03/2020,Order,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,2.0,21000.0,27300.0,3150.0,6300.0
E.E.U.U,Rahul Kashyap,31/03/2020,Processing,17 TB HDD,HDD,Western Digital,6500.0,8450.0,2.0,13000.0,16900.0,1950.0,3900.0
Alemania,Mohammed Abdul Kaleem,31/03/2020,Delivered,272 GB SSD,SSD,Samsung,4500.0,5850.0,2.0,9000.0,11700.0,1350.0,2700.0
Australia,Chandrakant Kasbe,31/03/2020,Shipped,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,2550.0,7650.0
Italia,Rohan Kale,31/03/2020,Order,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,2.0,25000.0,32500.0,3750.0,7500.0
Mexico,Aniruddha Kekapure,31/03/2020,Processing,24 GB DDR4 RAM,Computer Case,Hynix,3500.0,4550.0,1.0,3500.0,4550.0,1050.0,1050.0
Mexico,Aslam Raza,31/03/2020,Delivered,BTX motherboard,Mouse,Gigabyte,4500.0,5850.0,1.0,4500.0,5850.0,1350.0,1350.0
Alemania,Roshan Zameer,31/03/2020,Shipped,19 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,3.0,6300.0,8190.0,630.0,1890.0
Mexico,Rakesh Kumar Sharma,31/03/2020,Order,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,4.0,4600.0,5980.0,345.0,1380.0
Colombia,Shivanand Sahani,31/03/2020,Processing,USB Mouse,Mouse,Samsung,350.0,455.0,4.0,1400.0,1820.0,105.0,420.0
Japon,Kunal Patra,01/04/2020,Delivered,"19"" LED Display",Monitor,Dell,9500.0,12350.0,3.0,28500.0,37050.0,2850.0,8550.0
Francia,Bijendra,02/04/2020,Shipped,18 TB HDD,HDD,Western Digital,10000.0,13000.0,1.0,10000.0,13000.0,3000.0,3000.0
Italia,Kranti Bheke,03/04/2020,Order,528 GB M.2,SSD,Samsung,6500.0,8450.0,4.0,26000.0,33800.0,1950.0,7800.0
Australia,Jagdeep,03/04/2020,Processing,RYZEN 3rd gen. 3516,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,2550.0,5100.0
Colombia,Adhir Samal,03/04/2020,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,3.0,21000.0,27300.0,2100.0,6300.0
Brasil,Dannana Jhammi,03/04/2020,Shipped,32 GB DDR4 RAM,Computer Case,Hynix,6550.0,8515.0,2.0,13100.0,17030.0,1965.0,3930.0
Colombia,Vipin Kumar,03/04/2020,Order,Standard ATX motherboard,Mouse,Gigabyte,7650.0,9945.0,4.0,30600.0,39780.0,2295.0,9180.0
Colombia,Ranjeet Kumar,03/04/2020,Processing,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,4.0,4600.0,5980.0,345.0,1380.0
China,Sajal Singhal,03/04/2020,Delivered,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,1.0,850.0,1105.0,255.0,255.0
Italia,Akhilesh Kumar,03/04/2020,Shipped,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,4.0,2600.0,3380.0,195.0,780.0
Mexico,Suvankar Chakraborty,03/04/2020,Order,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,2.0,15000.0,19500.0,2250.0,4500.0
E.E.U.U,Suvankar Adhikary,03/04/2020,Processing,18 TB HDD,HDD,Seagate,10000.0,13000.0,2.0,20000.0,26000.0,3000.0,6000.0
Alemania,Rahul Kumar Prajapati,03/04/2020,Delivered,17 TB SSD,SSD,Samsung,10500.0,13650.0,3.0,31500.0,40950.0,3150.0,9450.0
E.E.U.U,Sagar Jeur,03/04/2020,Shipped,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,2550.0,7650.0
Reino Unido,Rhushikesh Mane,03/04/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,2100.0,8400.0
China,Ashish Kumar,03/04/2020,Processing,20 GB DDR4 Ram,Computer Case,Hynix,1680.0,2184.0,2.0,3360.0,4368.0,504.0,1008.0
Australia,Javed Akhter,03/04/2020,Delivered,Micro ATX motherboard,Mouse,MSI,6540.0,8502.0,1.0,6540.0,8502.0,1962.0,1962.0
China,Haridas Balraj,03/04/2020,Shipped,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,4.0,10720.0,13936.0,804.0,3216.0
Reino Unido,Kundan Kumar,03/04/2020,Order,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,1.0,8250.0,10725.0,2475.0,2475.0
E.E.U.U,Atif Siddiqui,03/04/2020,Processing,24 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,1.0,2650.0,3445.0,795.0,795.0
China,Aditya Agarwal,03/04/2020,Delivered,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,1.0,12550.0,16315.0,3765.0,3765.0
Francia,Firdoush Jabee,03/04/2020,Shipped,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,2.0,29000.0,37700.0,4350.0,8700.0
Mexico,Jay Prakash Kumar,03/04/2020,Order,USB Keyboard,Keyboard,Dell,800.0,1040.0,3.0,2400.0,3120.0,240.0,720.0
Colombia,Ashish Pandey,03/04/2020,Processing,Wireless Mouse,Mouse,Samsung,600.0,780.0,1.0,600.0,780.0,180.0,180.0
E.E.U.U,Ajay Sharma,03/04/2020,Delivered,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,1.0,10500.0,13650.0,3150.0,3150.0
India,Moinuddin Saifi,03/04/2020,Shipped,18 TB HDD,HDD,Western Digital,6500.0,8450.0,2.0,13000.0,16900.0,1950.0,3900.0
Japon,Ramkrishna Das Adhikary,03/04/2020,Order,273 GB SSD,SSD,Samsung,4500.0,5850.0,2.0,9000.0,11700.0,1350.0,2700.0
India,Ranjeet Mandal,03/04/2020,Processing,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,2550.0,5100.0
Australia,Ashwini Adsare,03/04/2020,Delivered,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,1.0,12500.0,16250.0,3750.0,3750.0
Japon,Rajesh Variya,03/04/2020,Shipped,25 GB DDR4 RAM,NIC,Hynix,3500.0,4550.0,2.0,7000.0,9100.0,1050.0,2100.0
Alemania,Amit Singh,03/04/2020,Order,BTX motherboard,Printer,Gigabyte,4500.0,5850.0,1.0,4500.0,5850.0,1350.0,1350.0
Brasil,Vinod Mehta,03/04/2020,Processing,20 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,2.0,4200.0,5460.0,630.0,1260.0
Francia,Jignesh Mhatre,03/04/2020,Delivered,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,1.0,1150.0,1495.0,345.0,345.0
Colombia,Rahul Kashyap,03/04/2020,Shipped,USB Mouse,Mouse,Samsung,350.0,455.0,4.0,1400.0,1820.0,105.0,420.0
E.E.U.U,Mohammed Abdul Kaleem,03/04/2020,Order,"19"" LED Display",Monitor,Dell,9500.0,12350.0,1.0,9500.0,12350.0,2850.0,2850.0
Francia,Chandrakant Kasbe,03/04/2020,Processing,19 TB HDD,HDD,Western Digital,10000.0,13000.0,2.0,20000.0,26000.0,3000.0,6000.0
Brasil,Rohan Kale,03/04/2020,Delivered,529 GB M.2,SSD,Samsung,6500.0,8450.0,1.0,6500.0,8450.0,1950.0,1950.0
Francia,Aniruddha Kekapure,03/04/2020,Shipped,RYZEN 3rd gen. 3517,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,2550.0,10200.0
China,Aslam Raza,03/04/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,2.0,14000.0,18200.0,2100.0,4200.0
E.E.U.U,Roshan Zameer,03/04/2020,Processing,33 GB DDR4 RAM,NIC,Hynix,6550.0,8515.0,2.0,13100.0,17030.0,1965.0,3930.0
India,Rakesh Kumar Sharma,03/04/2020,Delivered,Standard ATX motherboard,Printer,Gigabyte,7650.0,9945.0,2.0,15300.0,19890.0,2295.0,4590.0
India,Shivanand Sahani,03/04/2020,Shipped,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,1.0,1150.0,1495.0,345.0,345.0
Francia,Kunal Patra,03/04/2020,Order,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,4.0,3400.0,4420.0,255.0,1020.0
Italia,Bijendra,03/04/2020,Processing,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,1.0,650.0,845.0,195.0,195.0
Colombia,Kranti Bheke,03/04/2020,Delivered,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,3.0,22500.0,29250.0,2250.0,6750.0
Brasil,Jagdeep,03/04/2020,Shipped,19 TB HDD,HDD,Seagate,10000.0,13000.0,3.0,30000.0,39000.0,3000.0,9000.0
Australia,Adhir Samal,03/04/2020,Order,18 TB SSD,SSD,Samsung,10500.0,13650.0,4.0,42000.0,54600.0,3150.0,12600.0
Alemania,Dannana Jhammi,03/04/2020,Processing,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,2550.0,2550.0
Colombia,Vipin Kumar,03/04/2020,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,2.0,14000.0,18200.0,2100.0,4200.0
Francia,Ranjeet Kumar,03/04/2020,Shipped,21 GB DDR4 Ram,NIC,Hynix,1680.0,2184.0,1.0,1680.0,2184.0,504.0,504.0
Francia,Sajal Singhal,03/04/2020,Order,Micro ATX motherboard,Printer,MSI,6540.0,8502.0,4.0,26160.0,34008.0,1962.0,7848.0
Australia,Akhilesh Kumar,03/04/2020,Processing,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,4.0,10720.0,13936.0,804.0,3216.0
Colombia,Suvankar Chakraborty,03/04/2020,Delivered,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,1.0,8250.0,10725.0,2475.0,2475.0
Mexico,Suvankar Adhikary,03/04/2020,Shipped,25 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,1.0,2650.0,3445.0,795.0,795.0
Francia,Rahul Kumar Prajapati,03/04/2020,Order,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,1.0,12550.0,16315.0,3765.0,3765.0
Australia,Sagar Jeur,03/04/2020,Processing,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,2.0,29000.0,37700.0,4350.0,8700.0
Italia,Rhushikesh Mane,03/04/2020,Delivered,USB Keyboard,Keyboard,Dell,800.0,1040.0,2.0,1600.0,2080.0,240.0,480.0
Alemania,Ashish Kumar,03/04/2020,Shipped,Wireless Mouse,Mouse,Samsung,600.0,780.0,4.0,2400.0,3120.0,180.0,720.0
Australia,Javed Akhter,03/04/2020,Order,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,2.0,21000.0,27300.0,3150.0,6300.0
Mexico,Haridas Balraj,03/04/2020,Processing,19 TB HDD,HDD,Western Digital,6500.0,8450.0,2.0,13000.0,16900.0,1950.0,3900.0
Australia,Kundan Kumar,03/04/2020,Delivered,274 GB SSD,SSD,Samsung,4500.0,5850.0,3.0,13500.0,17550.0,1350.0,4050.0
Colombia,Atif Siddiqui,03/04/2020,Shipped,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,2550.0,2550.0
Australia,Aditya Agarwal,03/04/2020,Order,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,1.0,12500.0,16250.0,3750.0,3750.0
Japon,Firdoush Jabee,03/04/2020,Processing,26 GB DDR4 RAM,RAM,Hynix,3500.0,4550.0,3.0,10500.0,13650.0,1050.0,3150.0
China,Jay Prakash Kumar,03/04/2020,Delivered,BTX motherboard,Motherboard,Gigabyte,4500.0,5850.0,1.0,4500.0,5850.0,1350.0,1350.0
China,Ashish Pandey,03/04/2020,Shipped,21 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,1.0,2100.0,2730.0,630.0,630.0
Australia,Ajay Sharma,03/04/2020,Order,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,4.0,4600.0,5980.0,345.0,1380.0
E.E.U.U,Moinuddin Saifi,03/04/2020,Processing,USB Mouse,Mouse,Samsung,350.0,455.0,3.0,1050.0,1365.0,105.0,315.0
India,Ramkrishna Das Adhikary,03/04/2020,Delivered,"19"" LED Display",Monitor,Dell,9500.0,12350.0,1.0,9500.0,12350.0,2850.0,2850.0
India,Ranjeet Mandal,03/04/2020,Shipped,20 TB HDD,HDD,Western Digital,10000.0,13000.0,3.0,30000.0,39000.0,3000.0,9000.0
Japon,Ashwini Adsare,03/04/2020,Order,530 GB M.2,SSD,Samsung,6500.0,8450.0,2.0,13000.0,16900.0,1950.0,3900.0
Australia,Rajesh Variya,03/04/2020,Processing,RYZEN 3rd gen. 3518,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,2550.0,5100.0
Reino Unido,Amit Singh,03/04/2020,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,2.0,14000.0,18200.0,2100.0,4200.0
India,Vinod Mehta,03/04/2020,Shipped,34 GB DDR4 RAM,RAM,Hynix,6550.0,8515.0,2.0,13100.0,17030.0,1965.0,3930.0
Francia,Jignesh Mhatre,03/04/2020,Order,Standard ATX motherboard,Motherboard,Gigabyte,7650.0,9945.0,1.0,7650.0,9945.0,2295.0,2295.0
Mexico,Rahul Kashyap,03/04/2020,Processing,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,2.0,2300.0,2990.0,345.0,690.0
Reino Unido,Mohammed Abdul Kaleem,03/04/2020,Delivered,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,4.0,3400.0,4420.0,255.0,1020.0
E.E.U.U,Chandrakant Kasbe,03/04/2020,Shipped,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,4.0,2600.0,3380.0,195.0,780.0
E.E.U.U,Rohan Kale,03/04/2020,Order,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,2.0,15000.0,19500.0,2250.0,4500.0
Brasil,Aniruddha Kekapure,03/04/2020,Processing,20 TB HDD,HDD,Seagate,10000.0,13000.0,1.0,10000.0,13000.0,3000.0,3000.0
Italia,Aslam Raza,03/04/2020,Delivered,19 TB SSD,SSD,Samsung,10500.0,13650.0,2.0,21000.0,27300.0,3150.0,6300.0
Italia,Roshan Zameer,03/04/2020,Shipped,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,2550.0,7650.0
Australia,Rakesh Kumar Sharma,03/04/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,2100.0,8400.0
Australia,Shivanand Sahani,03/04/2020,Processing,22 GB DDR4 Ram,RAM,Hynix,1680.0,2184.0,3.0,5040.0,6552.0,504.0,1512.0
Italia,Kunal Patra,03/04/2020,Delivered,Micro ATX motherboard,Motherboard,MSI,6540.0,8502.0,4.0,26160.0,34008.0,1962.0,7848.0
E.E.U.U,Bijendra,03/04/2020,Shipped,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,3.0,8040.0,10452.0,804.0,2412.0
China,Kranti Bheke,03/04/2020,Order,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,2.0,16500.0,21450.0,2475.0,4950.0
Brasil,Jagdeep,03/04/2020,Processing,26 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,4.0,10600.0,13780.0,795.0,3180.0
Alemania,Adhir Samal,03/04/2020,Delivered,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,1.0,12550.0,16315.0,3765.0,3765.0
India,Dannana Jhammi,03/04/2020,Shipped,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,2.0,29000.0,37700.0,4350.0,8700.0
China,Vipin Kumar,03/04/2020,Order,USB Keyboard,Keyboard,Dell,800.0,1040.0,4.0,3200.0,4160.0,240.0,960.0
Reino Unido,Ranjeet Kumar,03/04/2020,Processing,Wireless Mouse,Mouse,Samsung,600.0,780.0,4.0,2400.0,3120.0,180.0,720.0
Japon,Sajal Singhal,03/04/2020,Delivered,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,2.0,21000.0,27300.0,3150.0,6300.0
Brasil,Akhilesh Kumar,03/04/2020,Shipped,20 TB HDD,HDD,Western Digital,6500.0,8450.0,3.0,19500.0,25350.0,1950.0,5850.0
China,Suvankar Chakraborty,03/04/2020,Order,275 GB SSD,SSD,Samsung,4500.0,5850.0,2.0,9000.0,11700.0,1350.0,2700.0
Brasil,Suvankar Adhikary,03/04/2020,Processing,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,2550.0,10200.0
Brasil,Rahul Kumar Prajapati,03/04/2020,Delivered,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,2.0,25000.0,32500.0,3750.0,7500.0
Alemania,Sagar Jeur,03/04/2020,Shipped,27 GB DDR4 RAM,Computer Case,Hynix,3500.0,4550.0,3.0,10500.0,13650.0,1050.0,3150.0
Alemania,Rhushikesh Mane,03/04/2020,Order,BTX motherboard,Mouse,Gigabyte,4500.0,5850.0,1.0,4500.0,5850.0,1350.0,1350.0
Reino Unido,Ashish Kumar,03/04/2020,Processing,22 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,2.0,4200.0,5460.0,630.0,1260.0
Japon,Javed Akhter,03/04/2020,Delivered,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,3.0,3450.0,4485.0,345.0,1035.0
Brasil,Haridas Balraj,03/04/2020,Shipped,USB Mouse,Mouse,Samsung,350.0,455.0,1.0,350.0,455.0,105.0,105.0
China,Kundan Kumar,03/04/2020,Order,"19"" LED Display",Monitor,Dell,9500.0,12350.0,2.0,19000.0,24700.0,2850.0,5700.0
Alemania,Atif Siddiqui,03/04/2020,Processing,21 TB HDD,HDD,Western Digital,10000.0,13000.0,1.0,10000.0,13000.0,3000.0,3000.0
Francia,Aditya Agarwal,03/04/2020,Delivered,531 GB M.2,SSD,Samsung,6500.0,8450.0,2.0,13000.0,16900.0,1950.0,3900.0
Francia,Firdoush Jabee,03/04/2020,Shipped,RYZEN 3rd gen. 3519,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,2550.0,5100.0
Mexico,Jay Prakash Kumar,03/04/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,2100.0,8400.0
Mexico,Ashish Pandey,03/04/2020,Processing,35 GB DDR4 RAM,Computer Case,Hynix,6550.0,8515.0,3.0,19650.0,25545.0,1965.0,5895.0
Francia,Ajay Sharma,03/04/2020,Delivered,Standard ATX motherboard,Mouse,Gigabyte,7650.0,9945.0,2.0,15300.0,19890.0,2295.0,4590.0
Reino Unido,Moinuddin Saifi,03/04/2020,Shipped,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,1.0,1150.0,1495.0,345.0,345.0
Reino Unido,Ramkrishna Das Adhikary,03/04/2020,Order,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,3.0,2550.0,3315.0,255.0,765.0
Mexico,Ranjeet Mandal,03/04/2020,Processing,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,3.0,1950.0,2535.0,195.0,585.0
Alemania,Ashwini Adsare,03/04/2020,Delivered,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,3.0,22500.0,29250.0,2250.0,6750.0
Japon,Rajesh Variya,03/04/2020,Shipped,21 TB HDD,HDD,Seagate,10000.0,13000.0,3.0,30000.0,39000.0,3000.0,9000.0
Italia,Amit Singh,03/04/2020,Order,20 TB SSD,SSD,Samsung,10500.0,13650.0,3.0,31500.0,40950.0,3150.0,9450.0
E.E.U.U,Vinod Mehta,03/04/2020,Processing,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,2550.0,10200.0
Japon,Jignesh Mhatre,03/04/2020,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,2.0,14000.0,18200.0,2100.0,4200.0
China,Rahul Kashyap,03/04/2020,Shipped,23 GB DDR4 Ram,Computer Case,Hynix,1680.0,2184.0,4.0,6720.0,8736.0,504.0,2016.0
Japon,Mohammed Abdul Kaleem,03/04/2020,Order,Micro ATX motherboard,Mouse,MSI,6540.0,8502.0,3.0,19620.0,25506.0,1962.0,5886.0
Australia,Chandrakant Kasbe,03/04/2020,Processing,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,4.0,10720.0,13936.0,804.0,3216.0
Mexico,Rohan Kale,03/04/2020,Delivered,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,3.0,24750.0,32175.0,2475.0,7425.0
Alemania,Aniruddha Kekapure,03/04/2020,Shipped,27 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,4.0,10600.0,13780.0,795.0,3180.0
Japon,Aslam Raza,03/04/2020,Order,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,3.0,37650.0,48945.0,3765.0,11295.0
India,Roshan Zameer,03/04/2020,Processing,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,4.0,58000.0,75400.0,4350.0,17400.0
Alemania,Rakesh Kumar Sharma,03/04/2020,Delivered,USB Keyboard,Keyboard,Dell,800.0,1040.0,2.0,1600.0,2080.0,240.0,480.0
Brasil,Shivanand Sahani,03/04/2020,Shipped,Wireless Mouse,Mouse,Samsung,600.0,780.0,3.0,1800.0,2340.0,180.0,540.0
Italia,Kunal Patra,03/04/2020,Order,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,3.0,31500.0,40950.0,3150.0,9450.0
Mexico,Bijendra,03/04/2020,Processing,21 TB HDD,HDD,Western Digital,6500.0,8450.0,3.0,19500.0,25350.0,1950.0,5850.0
India,Kranti Bheke,03/04/2020,Delivered,276 GB SSD,SSD,Samsung,4500.0,5850.0,2.0,9000.0,11700.0,1350.0,2700.0
Reino Unido,Jagdeep,03/04/2020,Shipped,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,2550.0,7650.0
Italia,Adhir Samal,03/04/2020,Order,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,2.0,25000.0,32500.0,3750.0,7500.0
Australia,Dannana Jhammi,03/04/2020,Processing,28 GB DDR4 RAM,NIC,Hynix,3500.0,4550.0,4.0,14000.0,18200.0,1050.0,4200.0
Mexico,Vipin Kumar,03/04/2020,Delivered,BTX motherboard,Printer,Gigabyte,4500.0,5850.0,1.0,4500.0,5850.0,1350.0,1350.0
Australia,Ranjeet Kumar,03/04/2020,Shipped,23 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,1.0,2100.0,2730.0,630.0,630.0
Brasil,Sajal Singhal,03/04/2020,Order,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,3.0,3450.0,4485.0,345.0,1035.0
E.E.U.U,Akhilesh Kumar,03/04/2020,Processing,USB Mouse,Mouse,Samsung,350.0,455.0,4.0,1400.0,1820.0,105.0,420.0
China,Suvankar Chakraborty,03/04/2020,Delivered,"19"" LED Display",Monitor,Dell,9500.0,12350.0,1.0,9500.0,12350.0,2850.0,2850.0
Francia,Suvankar Adhikary,03/04/2020,Shipped,22 TB HDD,HDD,Western Digital,10000.0,13000.0,2.0,20000.0,26000.0,3000.0,6000.0
Brasil,Rahul Kumar Prajapati,03/04/2020,Order,532 GB M.2,SSD,Samsung,6500.0,8450.0,3.0,19500.0,25350.0,1950.0,5850.0
India,Sagar Jeur,03/04/2020,Processing,RYZEN 3rd gen. 3520,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,2550.0,2550.0
China,Rhushikesh Mane,03/04/2020,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,1.0,7000.0,9100.0,2100.0,2100.0
India,Ashish Kumar,03/04/2020,Shipped,36 GB DDR4 RAM,NIC,Hynix,6550.0,8515.0,2.0,13100.0,17030.0,1965.0,3930.0
China,Javed Akhter,03/04/2020,Order,Standard ATX motherboard,Printer,Gigabyte,7650.0,9945.0,3.0,22950.0,29835.0,2295.0,6885.0
Japon,Haridas Balraj,03/04/2020,Processing,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,4.0,4600.0,5980.0,345.0,1380.0
Alemania,Kundan Kumar,03/04/2020,Delivered,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,2.0,1700.0,2210.0,255.0,510.0
Australia,Atif Siddiqui,03/04/2020,Shipped,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,4.0,2600.0,3380.0,195.0,780.0
Francia,Aditya Agarwal,03/04/2020,Order,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,2.0,15000.0,19500.0,2250.0,4500.0
Alemania,Firdoush Jabee,03/04/2020,Processing,22 TB HDD,HDD,Seagate,10000.0,13000.0,4.0,40000.0,52000.0,3000.0,12000.0
Australia,Jay Prakash Kumar,03/04/2020,Delivered,21 TB SSD,SSD,Samsung,10500.0,13650.0,2.0,21000.0,27300.0,3150.0,6300.0
Francia,Ashish Pandey,03/04/2020,Shipped,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,2550.0,10200.0
Colombia,Ajay Sharma,03/04/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,2100.0,8400.0
Australia,Moinuddin Saifi,03/04/2020,Processing,24 GB DDR4 Ram,NIC,Hynix,1680.0,2184.0,2.0,3360.0,4368.0,504.0,1008.0
E.E.U.U,Ramkrishna Das Adhikary,03/04/2020,Delivered,Micro ATX motherboard,Printer,MSI,6540.0,8502.0,2.0,13080.0,17004.0,1962.0,3924.0
Italia,Ranjeet Mandal,03/04/2020,Shipped,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,1.0,2680.0,3484.0,804.0,804.0
Reino Unido,Ashwini Adsare,03/04/2020,Order,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,2.0,16500.0,21450.0,2475.0,4950.0
Colombia,Rajesh Variya,03/04/2020,Processing,28 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,1.0,2650.0,3445.0,795.0,795.0
Francia,Amit Singh,03/04/2020,Delivered,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,3.0,37650.0,48945.0,3765.0,11295.0
